beer_name,brewery_name,beer_style,review_taste,beer_abv
Apricot Farmhouse Ale,Upright Brewing Company,Saison / Farmhouse Ale,4,6
Apricot Fred,Hair of the Dog Brewing Company / Brewery and Tasting Room,American Strong Ale,1.75,10
Apricot Hefeweizen,Laht Neppur Brewing Company,Hefeweizen,3.25,5.7
Apricot Hefeweizen,River House Brewpub,Hefeweizen,4,5.5
Apricot Honey Bitter,Cigar City Brewing,Fruit / Vegetable Beer,4.125,5.5
Apricot IPA,Capitol City Brewing,American IPA,3.833333333,5
Apricot Nectar,Alpine Beer Company,American Pale Wheat Ale,3.833333333,4.9
Apricot Pale Ale,Brewsters Brewing Company & Restaurant - Oliver Square,Fruit / Vegetable Beer,3.75,5
Apricot Sour,Ballast Point Brewing Company,American Wild Ale,3,6.6
Apricot Stout,G.G. Brewers,American Double / Imperial Stout,2.5,9
Apricot Weizen,Walnut Creek Alehouse (Pyramid),Fruit / Vegetable Beer,3.392857143,5.25
Apricot Wheat,Alcatraz Brewing Co.,American Pale Wheat Ale,3.5,4.6
Apricot Wheat,Bullfrog Brewery,Fruit / Vegetable Beer,4,5
Apricot Wheat,Fat Heads Brewery & Saloon,Fruit / Vegetable Beer,4.5,5
Apricot Wheat,Fitger's Brewhouse,Fruit / Vegetable Beer,3.722222222,5
Apricot Wheat,Grogg's Pinnacle Brewing Co.,Hefeweizen,3.75,3.2
Apricot Wheat,Ithaca Beer Company,Fruit / Vegetable Beer,3.177777778,4.9
Apricot Wheat,Lost Coast Brewery and Cafe,American Pale Wheat Ale,2.821428571,5
Apricot Wheat,Lost Duck Brewpub,American Pale Wheat Ale,3.5,4.8
Apricot Wheat,Triumph Brewing Company,Irish Red Ale,3.2,5.44
Apricot Wheat,Minneapolis Town Hall Brewery,American Dark Wheat Ale,4,5.5
Apricot Wheat,Omaha Jack's Grillhouse & Brewery,Fruit / Vegetable Beer,3,6.5
Apricot Wheat,Otto's Pub and Brewery,Fruit / Vegetable Beer,3.791666667,4.8
Apricot Wheat,Rock Bottom Restaurant & Brewery,Fruit / Vegetable Beer,3.75,4.8
Apricot Wheat Ale,Cannery Brewing Company,Fruit / Vegetable Beer,3.6,5
Apricot Wheat Ale,Snowshoe Brewing Company,Fruit / Vegetable Beer,4,4.9
Aprihop Wheat,Bullfrog Brewery,American Pale Wheat Ale,4.25,5
Aprikat,Alley Kat Brewing Company,Fruit / Vegetable Beer,3.023809524,4.5
April Fool,Nethergate Brewery Co. Ltd.,English Bitter,4,4.1
April Fuel,Smiles Brewing Co. Ltd,American Pale Wheat Ale,4,4.8
Apripéche,Third Street Aleworks,Fruit / Vegetable Beer,4,5.4
Apta Para Celiacos,Damm S. A.,Japanese Rice Lager,3.5,5.4
Apóstol Marzen,Inducerv SA,Märzen / Oktoberfest,3,5.3
Aquarius,Buckeye Brewing Company,American Double / Imperial IPA,4,9.7
Ar-Men Ambrée,Brasserie Britt de Bretagne,Belgian Dark Ale,2.75,5.4
Ar-Men Blanche,Brasserie Britt de Bretagne,Witbier,2.75,4.8
Ar-Men Blonde,Brasserie Britt de Bretagne,Belgian Pale Ale,2.5,5
Ar-Men Brune,Brasserie Britt de Bretagne,Belgian Dark Ale,2.5,5.4
Ar-Men Dorée,Brasserie Britt de Bretagne,Belgian Pale Ale,3,7
Arabica Porter,Närke Kulturbryggeri AB,American Porter,4,6.3
Aracauna ESB,Growlers,Extra Special / Strong Bitter (ESB),3,6
Aramis,Les Trois Mousquetaires,American Amber / Red Lager,3.4,5
Aran The Red,Church Brew Works,American Amber / Red Ale,4,5.2
Arany Ászok,Dreher Brewery,Euro Pale Lager,2.65,4.7
Araucana Negra,Cerveza Artesanal Araucana,Bock,4.5,7.2
Araucana Negra De Trigo,Cerveza Artesanal Araucana,Dunkelweizen,2,5.7
Araucana Rojiza Cordillerana,Cerveza Artesanal Araucana,American Amber / Red Lager,4,5.3
Araucana Rojiza Fuerte,Cerveza Artesanal Araucana,Doppelbock,4.5,9.2
Araucana Rubia De Trigo,Cerveza Artesanal Araucana,Kristalweizen,4,4.2
"Arboga 10,2",Galatea Spirits,Euro Strong Lager,1.875,10.2
"Arboga 5,6",Galatea Spirits,Euro Pale Lager,2.375,5.6
"Arboga 6,0 Julöl",Carlsberg Sverige AB,Vienna Lager,3.5,6
"Arboga 7,3",Galatea Spirits,Euro Strong Lager,1.833333333,7.3
"Arboga 7,7",Galatea Spirits,Euro Strong Lager,3,7.7
Arboga Ekologisk,Galatea Spirits,Euro Pale Lager,2.166666667,4.7
Arboga Julöl,Galatea Spirits,Euro Dark Lager,3,5.6
Arboga Majbock,Galatea Spirits,Maibock / Helles Bock,2.75,7
Arboga Mörk Lager,Galatea Spirits,Euro Dark Lager,3,5.7
Arboga Oktoberfest,Galatea Spirits,Märzen / Oktoberfest,2.333333333,6.5
Arboga Vårlager,Galatea Spirits,Euro Pale Lager,3.5,5
Arboo,Belgoobeer,Tripel,3.25,8.1
Arbor Bière Divette,Arbor Brewing Company,Belgian Pale Ale,4,5.75
Arbor Brasserie Blonde Belgian,Arbor Brewing Company,Herbed / Spiced Beer,3.175,5.5
Arbor Brasserie Greff Blonde,Arbor Brewing Company,Belgian Pale Ale,3.95,5.75
Arbor Brewing Aurora Arborealis,Arbor Brewing Company,American Double / Imperial IPA,4.5,7.6
Arbor Brewing Batch 1000 Smoked Lager,Arbor Brewing Company,Smoked Beer,3.75,5.5
Arbor Brewing Bavarian Bliss,Arbor Brewing Company,Hefeweizen,3.337209302,5.6
Arbor Brewing Big Ben House Mild,Arbor Brewing Company,English Pale Mild Ale,3.5,3.5
Arbor Brewing Blackheath Sweet Stout,Arbor Brewing Company,Milk / Sweet Stout,3.9,6
Arbor Brewing Brasserie Blonde Sparkling Ale,Arbor Brewing Company,Witbier,3.25,6
Arbor Brewing Brasserie Greff Brune,Arbor Brewing Company,Flanders Oud Bruin,3.833333333,6.5
Arbor Brewing Brasserie Greff Framboise,Arbor Brewing Company,Lambic - Fruit,2.916666667,5.75
Arbor Brewing Brasserie Greff Grand Cru,Arbor Brewing Company,Belgian Pale Ale,2.5,6.5
Arbor Brewing Cry Baby Rye Beer,Arbor Brewing Company,Rye Beer,3.5,7.75
Arbor Brewing Demetrius,Arbor Brewing Company,American Wild Ale,3.888888889,7.5
Arbor Brewing Duggie Style Rye,Arbor Brewing Company,Rye Beer,3.722222222,7.5
Arbor Brewing Espresso Love,Arbor Brewing Company,American Stout,3.04,7.5
Arbor Brewing Faricy Fest Irish Stout,Arbor Brewing Company,Irish Dry Stout,4.026315789,5
Arbor Brewing Fat Abbot Tripel,Arbor Brewing Company,Tripel,4.1,10
Arbor Brewing Green Giant Imperial Pilsner,Arbor Brewing Company,American Double / Imperial Pilsner,3.5,7.6
Arbor Brewing HXL,Arbor Brewing Company,Extra Special / Strong Bitter (ESB),4.142857143,7.5
Arbor Brewing Holy Heifer!,Arbor Brewing Company,American Pale Wheat Ale,4.5,6
Arbor Brewing Huxell Best Bitter,Arbor Brewing Company,English Bitter,4.045454545,3.25
Arbor Brewing Indian Summer Berliner Weisse,Arbor Brewing Company,Berliner Weissbier,3,4.5
Arbor Brewing JB's Downtown Brown Ale,Arbor Brewing Company,American Brown Ale,3.5,5.5
Arbor Brewing Jackhammer Old Ale,Arbor Brewing Company,Old Ale,3.516129032,9.3
Arbor Brewing Larry Hoppe Imperial IPA,Arbor Brewing Company,American Double / Imperial IPA,4,9
Arbor Brewing Mackinac Island Fudge Stout,Arbor Brewing Company,American Stout,2.958333333,5
Arbor Brewing Michael Faricy's Stout,Arbor Brewing Company,Irish Dry Stout,3.357142857,4.5
Arbor Brewing Milestone Porter,Arbor Brewing Company,American Porter,4.047619048,5.2
Arbor Brewing No Parking Pilsner,Arbor Brewing Company,German Pilsener,3.5,6
Arbor Brewing Oatmeal Java Breakfast Stout,Arbor Brewing Company,Oatmeal Stout,3.666666667,8
Arbor Brewing Olde Number 22 Alt Bier,Arbor Brewing Company,Altbier,3.388888889,5.5
Arbor Brewing Olde Number 33 Alt Bier,Arbor Brewing Company,Altbier,4.5,8
Arbor Brewing Penumbra,Arbor Brewing Company,American Wild Ale,4,6
Arbor Brewing Phat Abbot Abbey Normal,Arbor Brewing Company,Belgian Pale Ale,4,6
Arbor Brewing Phat Abbot Belgian Dubbel,Arbor Brewing Company,Dubbel,3.59375,8
Arbor Brewing Phat Abbot Belgian Triple,Arbor Brewing Company,Tripel,3.702702703,10
Arbor Brewing Phat Abbot Flemish Noir,Arbor Brewing Company,American Wild Ale,3,7.2
Arbor Brewing Phat Abbot Special Reserve,Arbor Brewing Company,Belgian Strong Dark Ale,3.166666667,9
Arbor Brewing Pivo Baltic Porter,Arbor Brewing Company,Baltic Porter,4.5,7.5
Arbor Brewing Red Snapper Roasted Pale Ale,Arbor Brewing Company,American Pale Ale (APA),4,5.2
Arbor Brewing Red Snapper Special Bitter,Arbor Brewing Company,American Amber / Red Ale,3.339285714,4.9
Arbor Brewing Sacred Cow IPA,Arbor Brewing Company,American IPA,3.8046875,6.8
Arbor Brewing Special Reserve 2005,Arbor Brewing Company,American Wild Ale,5,9
Arbor Brewing St. Pat's Strong Stout,Arbor Brewing Company,Foreign / Export Stout,4,7
Arbor Brewing Steamroller Russian Imperial Stout,Arbor Brewing Company,Russian Imperial Stout,3.5,10
Arbor Brewing Strawberry Blonde,Arbor Brewing Company,Fruit / Vegetable Beer,3.1875,7.75
Arbor Brewing Super Snapper VSB,Arbor Brewing Company,Extra Special / Strong Bitter (ESB),3.75,7
Arbor Brewing Terminator Doppelbock,Arbor Brewing Company,Doppelbock,3.625,8.5
Arbor Brewing Tree Fort Beer,Arbor Brewing Company,English Pale Ale,3.541666667,4.5
Arbor Brewing Triple Stone Extra Special Bitter,Arbor Brewing Company,Extra Special / Strong Bitter (ESB),4,5
Arbor Brewing Uskratch Maibock,Arbor Brewing Company,Maibock / Helles Bock,3.875,8
Arbor Brewing Velvet Hammer,Arbor Brewing Company,American Wild Ale,3.571428571,8
Arbor Imperial Stout,Redbud Brewing Company,American Double / Imperial Stout,3.15,10
Arboreal Chestnut Brown,Elysian Tangletown,American Brown Ale,4.5,4.1
Arcadia Amber Ale,Arcadia Brewing Company,American Amber / Red Ale,3.171232877,5.8
Arcadia Angler's Ale,Arcadia Brewing Company,English Pale Ale,3.22962963,5.4
Arcadia B-Craft Black IPA,Arcadia Brewing Company,American Black Ale,4.25,8.5
Arcadia Big Dick's Olde Ale,Arcadia Brewing Company,Old Ale,3.52962963,8
Arcadia Cannonball Gold,Arcadia Brewing Company,American Pale Ale (APA),4,6.5
Arcadia Cereal City Bitter,Arcadia Brewing Company,English Bitter,3.75,3.2
Arcadia Cereal Killer Barley Wine,Arcadia Brewing Company,English Barleywine,3.745575221,10
Arcadia Cocoa Loco,Arcadia Brewing Company,American Stout,3.551020408,7
Arcadia Hair Of The Wild Dog,Arcadia Brewing Company,American Brown Ale,4.25,6
Arcadia Hop Rocket,Arcadia Brewing Company,American Double / Imperial IPA,3.941520468,9
Arcadia HopMouth Double IPA,Arcadia Brewing Company,American Double / Imperial IPA,3.742630385,8.1
Arcadia IPA,Arcadia Brewing Company,English India Pale Ale (IPA),3.562883436,5.9
Arcadia IPA Dry Hopped With Cascade Hops,Arcadia Brewing Company,American IPA,4,5.9
Arcadia Imperial Stout,Arcadia Brewing Company,Russian Imperial Stout,3.887550201,8.4
Arcadia Jaw-Jacker,Arcadia Brewing Company,Herbed / Spiced Beer,3.286290323,6
Arcadia Lake Superior ESB,Arcadia Brewing Company,Extra Special / Strong Bitter (ESB),3.507936508,5.5
Arcadia Loch Down Scotch Ale,Arcadia Brewing Company,Scotch Ale / Wee Heavy,3.717672414,8
Arcadia London Porter,Arcadia Brewing Company,English Porter,4.098039216,7.2
Arcadia Nut Brown Ale,Arcadia Brewing Company,English Brown Ale,3.451612903,5.6
Arcadia Roggan Berry,Arcadia Brewing Company,Fruit / Vegetable Beer,3.666666667,7.5
Arcadia Shipwreck Porter,Arcadia Brewing Company,Baltic Porter,3.835051546,12
Arcadia Sky High Rye,Arcadia Brewing Company,Rye Beer,3.865248227,6
Arcadia Special Reserve,Arcadia Brewing Company,English Pale Mild Ale,3.470588235,4.7
Arcadia Starboard Stout,Arcadia Brewing Company,Oatmeal Stout,3.394039735,5.6
Arcadia Starboard Stout With Cinnamon,Arcadia Brewing Company,Oatmeal Stout,3.5,5.6
Arcadia Whitsun Ale,Arcadia Brewing Company,American Pale Wheat Ale,3.4475,6.2
Arch Angel,John Harvard's Brewery & Ale House,American Strong Ale,3,8.6
Arch City Pale,Shamrock Brewing Co.,American Pale Ale (APA),3.75,5
ArchAngel,Paddock Wood Brewing Co.,Tripel,3,8.5
ArchAngel Mai-Bock,Three Floyds Brewing Co. & Brewpub,Maibock / Helles Bock,4.2,7
Archa Beer,Cosmos Brewery (Thai Beverage Plc.),American Adjunct Lager,2.625,5.4
Archangel,Durham Brewery Ltd,Old Ale,4,7.5
Archangel Ale,Benelux Brewpub & Café,Belgian Pale Ale,4,7
Archangel Summer Wheat,North Peak Brewing Company,American Pale Wheat Ale,3.541666667,5
Archer's Ale,Sherwood Forest Brewers Ltd.,English Pale Ale,3.527472527,5.31
Archipelago Explorer,Archipelago Brewing Company / Craft Beer Hub,Herbed / Spiced Beer,4,5
Archipelago Samui,Archipelago Brewing Company / Craft Beer Hub,Fruit / Vegetable Beer,3.5,5
Archipelago Straits Pale,Archipelago Brewing Company / Craft Beer Hub,American Pale Ale (APA),3.2,5
Archipelago Trader's Brown Ale,Archipelago Brewing Company / Craft Beer Hub,American Brown Ale,1,5.8
Archipelago Traveller's Wheat,Archipelago Brewing Company / Craft Beer Hub,Herbed / Spiced Beer,2.5,4.8
Arcobräu Bavarian Dark Wheat Beer,Arcobräu Gräfliches Brauhaus,Dunkelweizen,3.583333333,5.3
Arcobräu Bavarian Wheat Beer,Arcobräu Gräfliches Brauhaus,Hefeweizen,3.375,5.3
Arcobräu Coronator,Arcobräu Gräfliches Brauhaus,Doppelbock,3,7.2
Arcobräu Dark Lager Beer,Arcobräu Gräfliches Brauhaus,Munich Dunkel Lager,3.558823529,4.7
Arcobräu Non-Alcoholic Pale Weiss,Arcobräu Gräfliches Brauhaus,Hefeweizen,3.5,0.05
Arcobräu Schloss Hell,Arcobräu Gräfliches Brauhaus,Munich Helles Lager,3.5,4.9
Arcobräu Urfass Premium Hell,Arcobräu Gräfliches Brauhaus,Dortmunder / Export Lager,3.611111111,5.2
Arcobräu Zwickl Lager,Arcobräu Gräfliches Brauhaus,Keller Bier / Zwickel Bier,3.934782609,5.2
Arctic Alchemy,Bethlehem Brew Works,English India Pale Ale (IPA),4.125,12
Arctic Ale,Swans Brewpub / Buckerfield Brewery,American Blonde Ale,3.166666667,4.5
Arctic Amber,Rivertowne Pourhouse,American Amber / Red Ale,4,6
Arctic Apocalypse,Laurelwood Public House & Brewery,American Double / Imperial IPA,3.9,9
Arctic Beer,Mack Bryggeri,Euro Pale Lager,3,4.5
Arctic Blast,Old Schoolhouse Brewery,Winter Warmer,4.25,6.6
Arctic Blast Vanilla Porter,Vertigo Brewing,American Porter,3.75,5.8
Arctic Blastanator Weizen Bock,Deschutes Brewery & Public House,Weizenbock,3.5,6.7
Arctic Circle Ale,Malmgårdin Panimo,Sahti,4.0125,7.3
Arctic Cloudberry Imperial Wheat,Dogfish Head Brewery,Wheatwine,4.25,8.5
Arctic Dark,Bushwakker Brewing Company,Euro Dark Lager,3.5,5
Arctic Devil Barley Wine,Midnight Sun Brewing Co.,English Barleywine,4.4375,13.2
Arctic Experience,Mack Bryggeri,Euro Pale Lager,1.5,4.7
Arctic Fox American Pale Ale,Arctic Fox Brewing,American Pale Ale (APA),3.375,4.7
Arctic Fox Chocolate Stout,Arctic Fox Brewing,English Stout,3.4,5.9
Arctic Panzer Wolf,Three Floyds Brewing Co. & Brewpub,American Double / Imperial IPA,4.17130621,9
Arctic Rhino Coffee Porter,Midnight Sun Brewing Co.,American Porter,3.683673469,5
Arctic Weiss,Bill's Tavern & Brewhouse,Hefeweizen,3.5,4.7
Arctic Wolf,Sleeman Breweries Ltd.,American Adjunct Lager,2.833333333,5
Arctic XPA,Kenai River Brewing Co.,American Pale Ale (APA),4.5,5.8
Ard Ri,Upland Brewing Company,American Barleywine,3.692857143,9.5
Ardelle Christmas Ale 2010,People's Brewing Company,Flanders Oud Bruin,4.166666667,6
Ardenne Ale,John Harvard's Brewery & Ale House,Saison / Farmhouse Ale,3.5,5.6
Ardenne Blond,HaandBryggeriet,Saison / Farmhouse Ale,3.888888889,7.5
Ardennes Honey Wheat Ale,Rock Bottom Restaurant & Brewery,Belgian Pale Ale,4,5.12
Ardent IPA,Dogfish Head Brewery,Belgian IPA,4,6.2
Ardente,Benelux Brewpub & Café,Saison / Farmhouse Ale,3.666666667,7.5
Ardnave Ale,Islay Ale Co. Ltd.,English Bitter,3.25,4.6
Ardwen Ambrée,Société Ardennaise De Brasserie,American Amber / Red Ale,1.5,6.5
Ardwen Woinic,Société Ardennaise De Brasserie,Tripel,2.5,8.08
Arend Blond,Brouwerij De Ryck,Belgian Pale Ale,3.75,6.5
Arend Dubbel,Brouwerij De Ryck,Dubbel,3.7,6.5
Arend Tripel,Brouwerij De Ryck,Tripel,3.739130435,8
Arend Winter,Brouwerij De Ryck,Belgian Dark Ale,3.25,6.3
Arf & Arf,Blue Frog Grog & Grill,American IPA,3.5,7.6
Argentinean Cascade Pale Ale,Sly Fox Brewing Company,American Pale Ale (APA),4,5
Argo Dark,Castel-Sakartvelo,Euro Dark Lager,3,5.6
Argo Extra,Castel-Sakartvelo,American Adjunct Lager,3.125,5.6
Argyle Scottish Ale,Rock Bottom Restaurant & Brewery,Scottish Ale,4,5.4
Ariana,Ariana Brewery,American Adjunct Lager,2.5,4.5
Ariana,Zagorka Brewery / Pivovaren Zavod Zagorka,Euro Pale Lager,2.166666667,4.5
Ariana Tumno (Dark),Ariana Brewery,Euro Dark Lager,3.5,5.5
Ariana Tumno (Dark),Zagorka Brewery / Pivovaren Zavod Zagorka,Munich Dunkel Lager,3.5,5.5
Aries American Wheat,Ram Restaurant & Brewery,American Pale Wheat Ale,4,5.1
Aries Astro Bock,Ojai Brewpub,American Amber / Red Ale,2.5,4.9
Aries Märzen Oktoberfest,Empyrean Brewing Company,Märzen / Oktoberfest,3.9,5.3
Aris Greek Lager,Mythos Breweries S.A.,Euro Pale Lager,2.880952381,5
Aristocrate,La Voie Maltée,Extra Special / Strong Bitter (ESB),3.5,5
Aristokrat Blagorodnoye,"Russkaya Pivovarennaya Kompaniya ""Chmelyoff""",Euro Pale Lager,3.5,4.5
Aristokrat Svetloye,"Russkaya Pivovarennaya Kompaniya ""Chmelyoff""",Euro Pale Lager,2,4.5
Aritmetic Double IPA,Rocky Mountain Brewing,American Double / Imperial IPA,4,10
Arizona,Phoenix Brewery Co Ltd,English Bitter,3.666666667,4.1
Arizona Peach,Four Peaks Brewing Company,Fruit / Vegetable Beer,3.352941176,4.2
Arkbock,Brouwerij De Molen,Doppelbock,4,10.8
Arkell Best Bitter,Wellington County Brewery,English Bitter,3.7890625,4
Arkham Stout,Blue Cat Brew Pub,Milk / Sweet Stout,4.2,6.1
Armada,Benelux Brewpub & Café,American Brown Ale,4.111111111,6.3
Armada Reserve,Benelux Brewpub & Café,American Brown Ale,4.5,7.8
Armand'4 Oude Geuze Herfst (Autumn),Brouwerij Drie Fonteinen,Gueuze,4.666666667,6
Armand'4 Oude Geuze Lente (Spring),Brouwerij Drie Fonteinen,Gueuze,4.730769231,6
Armand'4 Oude Geuze Winter,Brouwerij Drie Fonteinen,Gueuze,4.5,6
Armand'4 Oude Geuze Zomer (Summer),Brouwerij Drie Fonteinen,Gueuze,4.6,6
Armored Fist Double CDA,Boneyard Beer Company,American Black Ale,4.266666667,10
Armory XPA,Deschutes Brewery,American Pale Ale (APA),4,6
Armory XPA,Deschutes Brewery & Public House,American Pale Ale (APA),4.090909091,6
Armoury Ale,"Middle Ages Brewing Co., Ltd.",American IPA,3.9,6.5
Arms Akimbo,Dogfish Head Brewery,American Porter,4.071428571,6.5
Arnold Stoutzeneggar,Back Street Brewery,American Double / Imperial Stout,4.375,9.1
Arnstädter UrBock,Stadtbrauerei Arnstadt,Maibock / Helles Bock,4,7.1
Arnulfus 1809,De 3 Horne Bierbrouwerij,Belgian Pale Ale,3.5,5.5
Aroma Borealis Herbal Cream Ale,Yukon Brewing Company,Cream Ale,3.4375,4.5
Aroma Coma,Drake's Brewing Co.,American IPA,4.348837209,6.7
Aroma Prieta,Drake's Brewing Co.,American IPA,4,6.5
Aromatic Ale,Umenishiki Yamakawa,Belgian Strong Pale Ale,4,8.5
Arquebus,Cambridge Brewing Company,English Barleywine,4.421875,10.75
Arran Blonde,Isle of Arran Brewery Company Ltd.,English Pale Ale,3.404255319,5
Arran Clyde Puffer,Isle of Arran Brewery Company Ltd.,English Stout,4.25,4.5
Arran Dark,Isle of Arran Brewery Company Ltd.,Scottish Ale,3.625,4.3
Arran Light,Isle of Arran Brewery Company Ltd.,English Pale Mild Ale,3,3.8
Arran Red Squirrel,Isle of Arran Brewery Company Ltd.,Scottish Ale,4,3.9
Arran Sunset,Isle of Arran Brewery Company Ltd.,English Pale Mild Ale,3.6,4.4
Arriva,Rogan Brewery,Euro Pale Lager,2,4.5
Arrogant Bastard Ale,Stone Brewing Co.,American Strong Ale,4.279718952,7.2
Arrogant Bastard Ale Aged In Bourbon Barrels,Stone Brewing Co.,American Strong Ale,3.833333333,7.2
Arrogant Bastard Ale Double Dry Hopped,Stone Brewing Co.,American Strong Ale,4.5,7.2
Arrogant Bastard Ale With Coconut,Stone Brewing Co.,American Strong Ale,3.5,7.2
Arrogant Brit,Cheshire Cat Brewpub,Extra Special / Strong Bitter (ESB),2.5,5.5
Arrogant Jerk,Alcatraz Brewing Co.,American Strong Ale,3,7.7
Arrowhead Pale Ale,Marshall Brewing Company,American Pale Ale (APA),4.192307692,5.2
Arroyo Amber Ale,Three Rivers Eatery And Brewhouse,American Amber / Red Ale,4.5,5
Arsenal Porter,Turtle Mountain Brewing Company,American Porter,3.5,7.13
Arsenalnoye Klassichiskoye,Baltika Breweries,Euro Pale Lager,2.833333333,4.5
Arsenalnoye Krepkoye (Strong),Baltika Breweries,Euro Strong Lager,2.869565217,7
Arsenalnoye Traditional,Baltika Breweries,Euro Pale Lager,3.214285714,5.1
Arsenalnoye Zakalennoye,Baltika Breweries,Chile Beer,3.25,7
Art,Hill Farmstead Brewery,Saison / Farmhouse Ale,4.097222222,6.5
Art Coure,Art Cervesers - Cervesa Artesanal,English Strong Ale,4.5,8.3
Art Of Neurosis IPA,2nd Shift Brewery,American IPA,4.333333333,7.1
Artemis,Moonlight Brewing Company,Scottish Gruit / Ancient Herbed Ale,2.714285714,5.5
Artevelde,Brouwerij Huyghe,Belgian Dark Ale,3.333333333,7.3
Artevelde Grand Cru,Brouwerij Huyghe,Belgian Strong Dark Ale,3.666666667,7.3
Arthur,Hill Farmstead Brewery,Saison / Farmhouse Ale,4.022727273,6
Arthur Ale Altbier,Buckeye Brewing Company,Altbier,3.5,5
Arthur Pendragon S.A.,Hampshire Brewery Ltd,Extra Special / Strong Bitter (ESB),4,4.8
Arthur's Ale,Keltek Brewing Company Ltd,English Bitter,4,3.5
